"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"NK-LPZHUozyj69k8F4KJi8tZP","LegalEntity","OOO Vest-Ost","West-Ost;ウェスト・オスト;有限会社ヴェスト・オスト","","","21 Gotvalda Street, K. 2, Porn. 17, Ekaterinburg, Sverdlovskaya Oblast, 620107, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-LbMdyoMLLZDMGVKHqibVcD","LegalEntity","Special Design Bureau Salute JSC","OKB Salute JSC;OKB Salyut JSC;株式会社 OKBサリュート;株式会社特殊設計局サリュート","","","153 Krasniy Pr., Novosibirsk, 630049, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-LdxfKvxNub4XCpDzAKVZyq","LegalEntity","Joint Stock Company Research Center Elins","AO Nauchnyy Tsentr Elins;Elins STC JSC;JSC Elins;JSC Scientific and Technical Center Elins;NTTs Elins;NTTsエリンス;Scientific-Technical Center Elins;株式会社エリンス STC;株式会社研究センター・エリンス;株式会社科学技術センター ・エリンス;科学技術センター・エリンス","","","10 Panfilovsky Avenue, Zelenograd, Moscow, 124460, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-LhzTPK5AWaSeCdw4cDgKs9","LegalEntity","JSC Kazan Helicopter Plant Repair Service","KVZ Remservis;Kazan Helicopter Plant PJSC;Kazanski Vertoletny Zavod Remservis;PJSC Kazan Helicopters;カザンヘリコプター;公共株式会社カザンヘリコプター工場;株式会社カザンヘリコプター修理工場","","","Tetsevskaya St, Kazan 420085, Russia.;Tetsevskaya Street, 14, Kazan, Tatarstan Republic 420085, Russia.;Ulitsa Tetsevskaya 14, Kazan, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-LvC3N6Xf3saRi3U74MhmxG","LegalEntity","Forss Technology Ltd","FT Ltd;Forss Marine;OOO Forss Teknologii;OOO Smart Marin;フォルステクノロジー有限会社;フォルスマリーン;有限会社 FT;有限会社スマートマ リーン;有限会社フォルステクノロジー","","","44 Bronnitskaya Street, Letter A, Room 1H, Saint Petersburg, Russia, 190013;51 Magnitogorskaya Street, D. Letter E Office 210, Saint Petersburg, Russia, 195027","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-LvJUvMXexmRfiosv6hyuwQ","LegalEntity","Meteor Plant JSC","株式会社メテオールプラント","","","1 Gorky St., Volzhkiy, Volgograd Oblast, 404130, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-LwzoDE3phAiTXmmMenAw4h","LegalEntity","State Authority for Military Industry of the Republic of Belarus","ベラルーシ共和国国家軍需産業委員会","","","115 Nezavisimosti ave., Minsk, 220114, Belarus","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるベラルーシ共和国の団体（令和四年外務省告示第百四号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-M5LoeaDjYvnUHEmrGQduB8","LegalEntity","Skolkovo Institute of Science and Technology","Autonomous Non-Profit Organization for Higher Education Skolkovo Institute of;Skolkovskiy Institut Nauki I Tekhnologii;Skoltech;スコルコフスキー科学技術研究所;スコルコヴォ科学技術研究所;スコルテク;自治非営利組織高等教育機関スコルコヴォ科学技術研 究所","","","30 Bolshoi Boulevard, Skolkovo Innovation Center, Building 1, Moscow, 121205, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-MBAXCBztuCZrHZHyYvsajT","LegalEntity","LLC NVS Navigation Technologies","NVS Navigation Technologies Ltd;NVS Technologies;NVSテクノロジーズ;NVSナビゲーシ ョン・テクノロジーズ有限会社;OOO NVS Navigatsionnye Tekhnologii;有限会社NVS ナビゲーション・テクノロジーズ","","","Kulneva Str., 3, Building 1, Office III, Room 25, Moscow, 121170, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-MCdDqhPbKMnupX5zuGbqQd","LegalEntity","Siberian Scientific-Research Institute of Aviation N.A. S.A. Chaplygin","SibNIA;Ｓ．Ａ．チャプリギン名称シベリア航空科学研究所","","","21 Polzunova Street, Novosibirsk, Novosibirsk Oblast, 630051, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-MRk33U4K6bLFumg4DrNncP","LegalEntity","Alpha Machinery Group","AMG社;Kompaniya AMG;LLC Company AMG;アルファ・マシナリー・グループ;有限会社 AMG","","","ul. Kuskovskaya, d. 20A, pom. XIIA, komn. 114, Moscow 111141, Russia","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-MTAiRMZZtJJbqQwYhMFRGK","LegalEntity","OOO Novelco","Limited Liability Company Novelco;Limited Liability Company Novelko;Novelco LLC;OOO Novelko;ノヴェルコ有限会社;有限会社ノヴェルコ","","","Aeroportovskaya Str., 2, Building 2, Business Centre Sherland, Office 210-1, Dubrovki Village, Khimki, Moscow Oblast, 141580, Russia.;Krasnaya Str., 58, Solnechnogorsk, Moscow Oblast, 141506, Russia","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-MX3rxH6wzmzTXAJLx3LEy7","LegalEntity","Changsha Tianyi Space Science and Technology Research Institute Co. Ltd","Chang Sha Tian Yi Kong Jian Ke Ji Yan Jiu Yuan You Xian Gong Si;Changsha Tianyi Space Science and Technology Research (SpaceTy);Changsha Tianyi Space Science and Technology Research Institute;Spacety;Spacety China;Spacety Co., Ltd;スペースティー;スペースティー有限会社;スペースティー･チャイナ;チャンシャ･ティアンイー･スペース･サイエンス･アンドリサーチ（スペースティー）;チャンシャ･ティアンイー･スペース･サイエンス･アンド･テクノロジー･リサーチ･インスティチュート;チャンシャ･ティエンイー･スペース･サイエンス･アンド･テクノロジー･リサーチ･インスティチュート有限会社;チャン･シャ･ティアン･イー･コン･ジアン･ケー･ジ･ヤン･ジ ウ･ユアン･ユー･シェン･ゴン･スー;长沙天仪空间科技研究院有限公司","","","25th floor, A Building, Lugu Science&Technology Innovation;9 Dengzhuang South Rd, Beijing, China;Entrepreneurship Park, 1698 Yuelu West Avenue, High- tech development zone, Changsha, Hunan, China.;Room 445, 9th Floor, Block B, No.18 Zhongguancun Street, Haidian District, Beijing, China","","ウクライナをめぐる国際平和のための国際的な努力に我が国として寄与す るために講ずる輸出等に係る禁止措置の対象となるロシア連邦及びベラルー シ共和国以外の国の団体を指定する件（令和五年外務省告示第四百四十七号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-MZ4SmCcNTH2mFaWrsSUoi4","LegalEntity","AO Center of Shipbuilding and Ship Repairing JSC","AO Tsentr Tekhnologii Sudostroyeniya i Sudoremonta;株式会社造船センター及び株式会社船舶修理;株式会社造船・船舶修理技術センター","","","7 Promyshlennaya Street, St. Petersburg, Russia, 198095.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-MawpPjvNoBqwa8ts2wxBHv","LegalEntity","Joint Stock Company Zelenodolsk Plant Named After A.M. Gorky","AO Zelenodolskiy Zavod Imeni A.M. Gorkogo;JSC Zelenodolsk Plant Named After Gorky;OAO Zelenodolskiy Zavod Imeni A.M. Gorky;Zelenodolsk Factory;Zelenodolsk Plant Named After A.M. Gorky, JSC;Zelenodolsk Shipyard;ゼレノドリスク工場;ゼレノドリスク造船所;公開株式会社 A.M.ゴーリキー名称 ゼレノドリスク工場;株式会社A.M.ゴーリキー名称ゼレノドリスク工場","","","5 Zavodskaya Street, Zelenodolsk, Republic of Tatarstan, 422540, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-McZtjDxCLnotsX5BANdSwt","LegalEntity","Forensic Center of Nizhniy Novgorod Region Main Directorate of the Ministry of Interior Affairs","内務省ニジニ・ノヴゴロド本部専門法科学センター","","","Gorkiy Street, 71, Nizhniy Novgorod 603950, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-MkSwqKei5n5Nf4Ea8t47js","LegalEntity","TsKB MT Rubin","The Rubin Central Design Bureau for Marine Engineering;TsKB MT ルビン;Tsentralnoe Konstruktorskoe Byuro Morskoi Tekhniki Rubin;海洋工学中央設計局ルビン","","","90 Marata Street, Saint Petersburg, 191119, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-MuVFRrWMR83EvFkvQtUYno","LegalEntity","Tactical Missile Corporation, RKB Globus","Federal State Unitary Enterprise RKB Globus;JSC Ryazan Design Bureau Globus;戦術ミサイル兵器コーポレーション、RKBグローブス;株式会社リャザン設計局グロー ブス;連邦国家単一企業 RKBグローブス","","","6 Vysokovoltnaya Street, Ryazan, 390013, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-NBPCZyKQrEm4ERiPDCawxM","LegalEntity","Omsk Scientific-Research Institute of Instrument Engineering JSC","JSC ONIP;株式会社 ONIP;株式会社オムスク計器工学科学研究所","","","231 Maslennikova St., Omsk, 644009, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-NEzruytbAVnaiSESW7gumC","LegalEntity","Informakustika JSC","株式会社インフォルマアクスティカ","","","22A Polytechnic St., St. Petersburg, 194021, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-NVKP99cph9mujYfa8XySBZ","LegalEntity","Informtest Firm Limited Liability Company","Firm Informtest;Firma Informtest;Holding Informtest;InformTest Holdings;InformTest Ltd;Informtest Firm LLC;OOO Firma Informtest;インフォルムテスト社;インフォームテス ト社;インフォームテスト・ホールディング;有限会社インフォルムテスト社;有限会社インフォームテスト社","","","4 Savelkinsky Passage, 6th Floor, Premises XIV, Room 8, Zelenograd, Moscow, 124482, Russia;4 Savelkinsky Way, Zelenograd, Moscow, 124482, Russia;Passage 4806, Building 6, Room 70, Zelenograd, Moscow, 124460, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-NZGgbhgHfRe4nLUe7fibX9","LegalEntity","ZAO Sparta","非公開株式会社スパルタ","","","Ul. Mokhovaya, d.18, li.A, Kv.7N, St. Petersburg, Russia 191028.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-NdPVEjJuYW4PQ8S6EdTcAg","LegalEntity","Joint Stock Company Tula Machine-Building Plant","AO Aktsionernaya Kompaniya Tulamashzavod;AO Tulskiy Mashinostroitelniy Zavod;JSC Production Association Tulamashzavod;OAO AK Tulamashzavod;PO Tulamashzavod;Proizvodstvennoe Obedinenie Tulamashzavod;Tulamashzavod;Tulamashzavod Production Association;Tulmash;トゥラマシュザヴォド;トゥルマシュ;公開株式会社 AK ト ゥラマシュザヴォド;株式会社トゥラマシュザヴォド;株式会社トゥーラ機械製造工場;株式会社生産団体トゥラマシュザヴォド;生産団体トゥラマシュザヴ ォド","","","2 Mosina Street, Tula, Tula Oblast, 300002, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-NpYGbJ3GZfQKBLWkJyQMD5","LegalEntity","Main Intelligence Directorate","GRU;Glavnoe Razvedyvatel’noe Upravlenie;Main Intelligence Department;参謀本部情報総局;情報総局","","","Khoroshevskoye Shosse 76, Khodinka, Moscow, Russia;Ministry of Defence of the Russian Federation, Frunzenskaya nab., 22/2, Moscow 119160, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-NpcxojsMiMBEGqcmtjXPfM","LegalEntity","Argut OOO","有限責任会社アルグト","","","6 Mnevniki str end 6 fl, Moscow 123308, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-NwhJBp2pgcvCLpkd48wFmv","LegalEntity","Kaluga Scientific-Research Institute of Telemechanical Devices JSC","KNIITMU JSC;株式会社 KNIITMU;株式会社カルーガ遠隔機械装置科学研究所","","","4 Karla Marksa St., Kaluga, 248000, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-Nyj5VYrVY4NvL52EfTqL7U","LegalEntity","Federal State Unitary Enterprise All-Russian Research Institute of Physical,Technical and Radio Engineering Measurements","VNIIFTRI;連邦国家単一企業全ロシア物理・技術・無線工学観測研究所","","","Mendeleevo Village, Mendeleevo, Moscow Oblast, 141570, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-NzLa996v2k35zur9nxKJaZ","LegalEntity","Urals Project Design Bureau Detal","AO UPKB “Detal”;Aktsionernoe Obshchestvo Uralskoe Proektno-Konstruktorskoe Byuro “Detal”;Joint-Stock Company Ural Design Bureau “Detal”;Tactical Missile Corporation, Ural Design Bureau “Detal”;Uralskoe Proektno-Konstruktorskoe Byuro Detal, Pao;ウラルプロジェクト設計局デタル;公共株式会 社ウラル設計建設局デタル;戦術ミサイル兵器コーポレーション、ウラル設計局「デタル」;株式会社 UPKB「デタル」;株式会社ウラル設計局 「デタル」;株式会社ウラル設計建設局「デタル」","","","8 Pionerskaya Street, Kamensk-Uralski, Sverdlovskaya Oblast, 623409, Russia.;8 Pironskaya Street, Kamensk-Uralskiy, Sverdlovsk Oblast, Russia, 623409.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-PEdQHEke7W9wAeAoYWZFWS","LegalEntity","Open Joint Stock Company Scientific and Production Enterprise Pulsar","AO NPP Pulsar;AO Nauchno-Proizvodstvennoe Predpriyatie Pulsar;Enterprise SPE Pulsar JSC;JSC NPP Pulsar;JSC SPC Pulsar;OAO NPP Pulsar;SPE Pulsar;SPEプリサル;公開株式会社科学生産企業プリサル;株式会社 NPP プリサル;株式会社 SPC プリサル","","","27 Okruzhnoy Drive, Moscow, 105187, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-PGragvbM56swRvqWfduG5L","LegalEntity","Joint Stock Company Avtomati","Avtomatika;アフタマティカ;株式会社アフタマティカ","","","113G Svetlanskaya Street, Vladivostok, Primorsk Krai, 690001, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-PT9ZnA3ZngrvnQaYDYTSrU","LegalEntity","Ultran Electronic Components LLC","Limited Liability Company Ultran Electronic Components;OOO Ultran EK;Obshchestvo s Ogranichennoi Otvetstvennostyu Ultran Elektronnye Komponenty;Ultran EC LLC;Ultran EK OOO;ウルトラン EC有限会社;ウルトラン EK有限会社;ウルトラン・エレクトロニック・コンポネンツ有限会社;有 限会社ウルトランEK;有限会社ウルトラン・エレクトロニック・コンポネンツ","","","Politekhnicheskaya Str., 22, Letter L, Premises 1-N, Room 8, St. Petersburg, 194021, Russia","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-PUoiZTPDehyJijQsNWX45v","LegalEntity","Tactical Missile Corporation, Joint Stock Company GosNIIMash","Joint Stock Company “State Research Institute of Mechanical Engineering” named;PPO Rosprofprom V “GOSNIIMASH”;Pervichnaya Profsoyuznaya Organizatsiya Rossiskogo Profsoyuza Rabotnikov;SKB DNIKhTI;State Research Institute of Mechanical Engineering;ロシア工業労働者労働組合 V 「GOSNIIMASH」;国立機械工学研究所;戦術ミサイル兵器コーポレーション、株式会社 GosNIIMash;株式会社 V.V.バヒレフ名称「国立機械工学研究所」;第一労働組合組織工業労働者労働組合 V 「GOSNIIMASH」","","","11 Sverdlova Prospekt, Dzerzhinsk, Nizhegorodskaya Oblast, 606002, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-PUv9bpcemadDAaPRMcWMAU","LegalEntity","Joint Stock Company Zlatoustovsky Machine Building Plant","JSC Zlatmash;株式会社ズラトウストフスキー機械製造工場;株式会社ズラトマシュ","","","1 Parkovy Proezd, Zlatoust, Chelyabinsk Region, 456227, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-PftaXieKXWLYzZME7PQrQs","LegalEntity","Joint Stock Company Khabarovsk Shipbuilding Yard","AO HSZ;AO KHSZ;AO Khabarovsky Sudostroitelny Zavod;JSC KHSZ;JSC Khabarovsk Shipbuilding Plant;JSC Khabarovsk Shipyard;JSC Khabarovskiy Shipyard;JSC Khabarovsky Sudostroitelny Zavod;Khabarovsk Shipbuilding Plant;Khabarovsky Shipbuilding Plant;ハバロフスク造船所;株式会社 KHSZ;株式会社HSZ;株式会社ハバロフスク造船所","","","1 Suvorova Street, Khabarovsk, Khabarovsk Territory, 680003, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-PjCMvHncMKZwUSepseV37G","LegalEntity","LLC Vneshekostil","OOO Vneshekostil;有限会社ヴネシュエコスティル","","","Room. 19, fl.1, pom. I, Building 5, Kashirskoye shosse, 55, Moscow 115211, Russia","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-PqGA93UjcZcorriVnpSTAv","LegalEntity","Grant Instrument.","グラント・インストルメント","","","Tsvetochaya St. 16, Building 1, Room 425, St. Petersburg, 196006, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-Pt2jahxpseyfPnaNmweVzC","LegalEntity","Concern Radio-Electronic Technologies, Joint Stock Company Radiopribor","Radiopribor;コンツェルン無線・電子テクノロジー、株式会社ラジオプリボル;ラジオプリボル","","","2 Fatkulina Street, Kazan, Republic of Tartarstan, 420021，Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-PuceyAsr4dmdZpRvCY8D9c","LegalEntity","Kvantek Limited","Kvantek;Kvantek (HK) Limited;クバンテク;クバンテク有限会社;クバンテク（HK）有限会社","","","Unit 704, 7/F, 135 Bonham Strand Trade Center, Sheung Wan, Hong Kong, China.","","ウクライナをめぐる国際平和のための国際的な努力に我が国として寄与す るために講ずる輸出等に係る禁止措置の対象となるロシア連邦及びベラルー シ共和国以外の国の団体を指定する件（令和五年外務省告示第四百四十七号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-Q5NGyRppPgccWbLZxNFQye","LegalEntity","Align Trading Company Limited","Align Trading CO Limited;アライン・トレーディング・カンパニー・リミテッド","","","Room 2901B, Bank of, Communications Building, No. 3018, Shennan Middle Road, Futian, District, Shenzhen, Guangdong, China;Room A1-13, Building A 3/F, Yee Lim Ind Center, 2-28, Kwai, Lok Street, Kwai Chung, Hong Kong, China","","ウクライナをめぐる国際平和のための国際的な努力に我が国として寄与す るために講ずる輸出等に係る禁止措置の対象となるロシア連邦及びベラルー シ共和国以外の国の団体を指定する件（令和五年外務省告示第四百四十七号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-QDAiK8Qdwc3TvnU5KP93fN","LegalEntity","Yaroslavl Shipbuilding Factory","PAO Yaroslavskiy sudostroitelnyy zavod;ヤロスラヴリ造船工場;公共株式会社ヤロスラヴリ造船工場","","","1 Korabelnaya Street, Yaroslavl, Russia, 150006.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-QDrfCnufdmguPWhyYyrCfx","LegalEntity","LLC Alabuga Development","Alabuga Development OOO;Limited Liability Company Alabuga Development;Obshchestvo s Ogranichennoi Otvetstvennostyu Alabuga Development;有限会社アラブガ・デベロップメント","","","Ter. OEZ Alabuga, ul. Sh-2, K. 4, Pomeshch. 8, 9, 11, 12, 13, 14, Yelabuga, Volga federal region, Republic of Tatarstan, 423601, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-QGRFro22QQH3Wqd4ouqVXH","LegalEntity","AGAT – Control Systems – Managing Company of Geoinformation Control Systems Holding JSC","AGAT – Control Systems;アガト管 制システム;株式会社アガト管制システム・地理情報管理システムホールディング運営社","","","117/1 Nezavisimosti ave., Minsk, 220114, Belarus","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるベラルーシ共和国の団体（令和四年外務省告示第百四号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-QJuX3VVBQZ895odnDmbuLg","LegalEntity","NPO Splav JSC","株式会社学術生産公団スプラフ","","","33 ul. Shcheglov Kaya Zaseka Tula, 300004 Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
